image_id,image_path,json_path,source,film_id,width,height,gt_cell_id,cell_key,raw_label1,raw_label2,mapped_morphology,known_or_unknown,detector_eligible,exclusion_reason,x_min,y_min,x_max,y_max,split
first_microscope/95-5-10-1/20160731_120927,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_120927.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_120927.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_120927/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,1310.0,1780.0,1885.0,2355.0,train
first_microscope/95-5-10-1/20160731_120927,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_120927.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_120927.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_120927/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2121.0,983.0,2696.0,1558.0,train
first_microscope/95-5-10-1/20160731_120927,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_120927.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_120927.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_120927/Cell_2,Cell_2,Small Lymph,Small Lymph,lymphocyte,known,True,,1594.0,15.0,2169.0,590.0,train
first_microscope/95-5-10-1/20160731_120949,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_120949.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_120949.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_120949/Cell_0,Cell_0,Small Lymph,Small Lymph,lymphocyte,known,True,,2526.0,800.0,3101.0,1375.0,train
first_microscope/95-5-10-1/20160731_120949,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_120949.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_120949.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_120949/Cell_1,Cell_1,Large Lymph,Large Lymph,unknown,unknown,True,,3490.0,323.0,4065.0,898.0,train
first_microscope/95-5-10-1/20160731_120949,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_120949.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_120949.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_120949/Cell_2,Cell_2,Small Lymph,Small Lymph,lymphocyte,known,True,,2295.0,758.0,2870.0,1333.0,train
first_microscope/95-5-10-1/20160731_121010,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121010.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121010.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121010/Cell_0,Cell_0,Artifact,Unknn,,excluded,False,artifact,2188.0,1235.0,2763.0,1810.0,train
first_microscope/95-5-10-1/20160731_121010,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121010.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121010.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121010/Cell_1,Cell_1,Artifact,Unknn,,excluded,False,artifact,2567.0,1428.0,3142.0,2003.0,train
first_microscope/95-5-10-1/20160731_121010,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121010.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121010.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121010/Cell_2,Cell_2,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,1073.0,361.0,1648.0,936.0,train
first_microscope/95-5-10-1/20160731_121010,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121010.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121010.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121010/Cell_3,Cell_3,Artifact,Unknn,,excluded,False,artifact,2432.0,1278.0,3007.0,1853.0,train
first_microscope/95-5-10-1/20160731_121020,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121020.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121020.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121020/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2483.0,781.0,3058.0,1356.0,train
first_microscope/95-5-10-1/20160731_121020,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121020.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121020.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121020/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2001.0,1408.0,2576.0,1983.0,train
first_microscope/95-5-10-1/20160731_121020,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121020.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121020.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121020/Cell_2,Cell_2,Artifact,,,excluded,False,artifact,2708.0,972.0,3283.0,1547.0,train
first_microscope/95-5-10-1/20160731_121038,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121038.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121038.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121038/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,3087.0,1522.0,3662.0,2097.0,train
first_microscope/95-5-10-1/20160731_121038,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121038.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121038.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121038/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,1069.0,1009.0,1644.0,1584.0,train
first_microscope/95-5-10-1/20160731_121038,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121038.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121038.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121038/Cell_2,Cell_2,Small Lymph,Small Lymph,lymphocyte,known,True,,2222.0,343.0,2797.0,918.0,train
first_microscope/95-5-10-1/20160731_121038,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121038.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121038.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121038/Cell_3,Cell_3,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,3078.0,488.0,3653.0,1063.0,train
first_microscope/95-5-10-1/20160731_121056,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121056.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121056.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121056/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2483.0,2164.0,3058.0,2739.0,train
first_microscope/95-5-10-1/20160731_121056,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121056.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121056.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121056/Cell_1,Cell_1,Unknn,Unknn,unknown,unknown,True,,2282.0,874.0,2857.0,1449.0,train
first_microscope/95-5-10-1/20160731_121056,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121056.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121056.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121056/Cell_2,Cell_2,Artifact,Artifact,,excluded,False,artifact,2210.0,1912.0,2785.0,2487.0,train
first_microscope/95-5-10-1/20160731_121056,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121056.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121056.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121056/Cell_3,Cell_3,Artifact,Unknn,,excluded,False,artifact,3321.0,1021.0,3896.0,1596.0,train
first_microscope/95-5-10-1/20160731_121108,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121108.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121108.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121108/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,1280.0,1384.0,1855.0,1959.0,train
first_microscope/95-5-10-1/20160731_121134,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121134.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121134.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121134/Cell_0,Cell_0,Large Lymph,Large Lymph,unknown,unknown,True,,2344.0,198.0,2919.0,773.0,train
first_microscope/95-5-10-1/20160731_121134,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121134.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121134.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121134/Cell_1,Cell_1,Small Lymph,Small Lymph,lymphocyte,known,True,,1672.0,2355.0,2247.0,2930.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,1350.0,721.0,1925.0,1296.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_1,Cell_1,Artifact,Artifact,,excluded,False,artifact,3504.0,2299.0,4079.0,2874.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_2,Cell_2,Unknn,Unknn,unknown,unknown,True,,3003.0,131.0,3578.0,706.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_3,Cell_3,Artifact,Artifact,,excluded,False,artifact,2967.0,1594.0,3542.0,2169.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_4,Cell_4,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2726.0,1213.0,3301.0,1788.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_5,Cell_5,Artifact,Neutrophil,,excluded,False,artifact,2960.0,1119.0,3535.0,1694.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_6,Cell_6,Artifact,Artifact,,excluded,False,artifact,2296.0,1113.0,2871.0,1688.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_7,Cell_7,Artifact,Artifact,,excluded,False,artifact,1911.0,919.0,2486.0,1494.0,train
first_microscope/95-5-10-1/20160731_121201,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121201.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121201.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121201/Cell_8,Cell_8,Artifact,Artifact,,excluded,False,artifact,2610.0,1642.0,3185.0,2217.0,train
first_microscope/95-5-10-1/20160731_121355,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121355.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121355.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121355/Cell_0,Cell_0,Large Lymph,Large Lymph,unknown,unknown,True,,2043.0,1936.0,2618.0,2511.0,train
first_microscope/95-5-10-1/20160731_121355,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121355.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121355.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121355/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2334.0,80.0,2909.0,655.0,train
first_microscope/95-5-10-1/20160731_121355,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121355.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121355.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121355/Cell_2,Cell_2,Unknn,Unknn,unknown,unknown,True,,2765.0,247.0,3340.0,822.0,train
first_microscope/95-5-10-1/20160731_121355,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121355.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121355.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121355/Cell_3,Cell_3,Artifact,Artifact,,excluded,False,artifact,2718.0,1391.0,3293.0,1966.0,train
first_microscope/95-5-10-1/20160731_121410,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121410.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121410.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121410/Cell_0,Cell_0,Artifact,Artifact,,excluded,False,artifact,931.0,979.0,1506.0,1554.0,train
first_microscope/95-5-10-1/20160731_121410,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121410.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121410.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121410/Cell_1,Cell_1,Artifact,Artifact,,excluded,False,artifact,1051.0,1048.0,1626.0,1623.0,train
first_microscope/95-5-10-1/20160731_121426,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121426.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121426.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121426/Cell_0,Cell_0,Artifact,Artifact,,excluded,False,artifact,3771.0,1024.0,4346.0,1599.0,train
first_microscope/95-5-10-1/20160731_121426,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121426.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121426.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121426/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2799.0,1826.0,3374.0,2401.0,train
first_microscope/95-5-10-1/20160731_121426,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121426.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121426.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121426/Cell_2,Cell_2,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2079.0,1474.0,2654.0,2049.0,train
first_microscope/95-5-10-1/20160731_121439,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121439.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121439.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121439/Cell_0,Cell_0,Artifact,Artifact,,excluded,False,artifact,2325.0,1297.0,2900.0,1872.0,train
first_microscope/95-5-10-1/20160731_121439,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121439.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121439.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121439/Cell_1,Cell_1,Artifact,Artifact,,excluded,False,artifact,2807.0,576.0,3382.0,1151.0,train
first_microscope/95-5-10-1/20160731_121439,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121439.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121439.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121439/Cell_2,Cell_2,Artifact,Artifact,,excluded,False,artifact,3151.0,588.0,3726.0,1163.0,train
first_microscope/95-5-10-1/20160731_121439,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121439.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121439.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121439/Cell_3,Cell_3,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2511.0,2112.0,3086.0,2687.0,train
first_microscope/95-5-10-1/20160731_121439,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121439.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121439.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121439/Cell_4,Cell_4,Artifact,Artifact,,excluded,False,artifact,2354.0,1756.0,2929.0,2331.0,train
first_microscope/95-5-10-1/20160731_121519,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121519.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121519.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121519/Cell_0,Cell_0,Artifact,Artifact,,excluded,False,artifact,3347.0,1672.0,3922.0,2247.0,train
first_microscope/95-5-10-1/20160731_121529,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_121529.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/jsons/20160731_121529.json,first_microscope,95-5-10-1,5312,2988,first_microscope/95-5-10-1/20160731_121529/Cell_0,Cell_0,Unknn,Unknn,unknown,unknown,True,,3619.0,1457.0,4194.0,2032.0,train
