sample_id,split,known_or_unknown,true_class,true_label_index,predicted_class,confidence,second_class,second_confidence,margin,unknown_score,quality_pass,quality_flags,quality_score,correct_if_known,logit_basophil,logit_eosinophil,logit_lymphocyte,logit_monocyte,logit_neutrophil_segmented
0014e0c0701ba0d34cb3,unknown_test,unknown,lymphocyte_large_granular,-1,lymphocyte,0.9999520778656006,monocyte,4.042614818899892e-05,0.9999116517174116,4.792213439941406e-05,True,,1.0,False,-5.470731258392334,-5.545466899871826,8.36242389678955,-1.7535614967346191,-3.719536781311035
00168acb25a8ac28c205,unknown_test,unknown,neutrophil_band,-1,eosinophil,0.9572026133537292,neutrophil_segmented,0.04036302864551544,0.9168395847082138,0.04279738664627075,False,OVEREXPOSED,0.7,False,-3.1920742988586426,3.816680669784546,-3.8274497985839844,-2.9422895908355713,0.6505798101425171
001d1d3b352c342a924d,unknown_test,unknown,hairy_cell,-1,lymphocyte,0.9830500483512878,monocyte,0.016773218289017677,0.9662768300622702,0.016949951648712158,True,,1.0,False,-5.3622941970825195,-3.217343330383301,5.599277973175049,1.528401255607605,-5.5605669021606445
0022e0fe494bc8e9ba37,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.9269627928733826,lymphocyte,0.05163480341434479,0.8753279894590378,0.07303720712661743,True,,1.0,False,-0.9516261219978333,-5.2281036376953125,-0.04297031834721565,2.8447470664978027,-5.187282562255859
0023094346cfe9891505,unknown_test,unknown,myelocyte,-1,neutrophil_segmented,0.9874541759490967,monocyte,0.008149092085659504,0.9793050838634372,0.01254582405090332,True,,1.0,False,-4.101930618286133,-1.2717777490615845,-4.688394069671631,-0.5668776631355286,4.230345726013184
0027219fed9d4940fd9b,unknown_test,unknown,myeloblast,-1,lymphocyte,0.5079241394996643,monocyte,0.48820123076438904,0.01972290873527527,0.4920758605003357,True,,1.0,False,-3.949481964111328,-2.1363937854766846,2.9021315574645996,2.8625271320343018,-6.444309711456299
002785aad950b8cea058,unknown_test,unknown,myeloblast,-1,lymphocyte,0.957183301448822,monocyte,0.0319792814552784,0.9252040199935436,0.04281669855117798,True,,1.0,False,-2.88214111328125,-1.530876874923706,3.2060065269470215,-0.19290021061897278,-4.951539516448975
00295444b9d449dce55f,unknown_test,unknown,normoblast,-1,lymphocyte,0.970045804977417,basophil,0.016850655898451805,0.9531951490789652,0.029954195022583008,False,OVEREXPOSED,0.7,False,-0.8947445750236511,-3.0755460262298584,3.1582093238830566,-3.726935625076294,-1.395948052406311
002cf918049e418e40ba,unknown_test,unknown,neutrophil_band,-1,neutrophil_segmented,0.8459160923957825,eosinophil,0.11535759270191193,0.7305584996938705,0.15408390760421753,False,OVEREXPOSED,0.7,False,-4.027299404144287,-0.09596819430589676,-3.2047882080078125,-1.3999994993209839,1.896415114402771
002f486ffeb4f7959a02,unknown_test,unknown,plasma_cell,-1,monocyte,0.9996634721755981,lymphocyte,0.0003136663872282952,0.9993498057883698,0.00033652782440185547,True,,1.0,False,-5.1941680908203125,-4.562073707580566,-0.9646857380867004,7.102158546447754,-4.439997673034668
00316ffeb892c17d3a59,known_test,known,neutrophil_segmented,4,neutrophil_segmented,0.999984860420227,eosinophil,8.464939128316473e-06,0.9999763954810987,1.5139579772949219e-05,True,,1.0,True,-3.9106431007385254,-2.7971837520599365,-5.1465744972229,-3.806593179702759,8.882378578186035
00380dc7f2cc7a057610,unknown_test,unknown,myeloblast,-1,lymphocyte,0.991509199142456,monocyte,0.007096379995346069,0.98441281914711,0.008490800857543945,True,,1.0,False,-3.715590238571167,-2.290072441101074,4.562860488891602,-0.3767828643321991,-4.6876630783081055
00384e493ef37b350dc3,unknown_test,unknown,normoblast,-1,neutrophil_segmented,0.9403104186058044,lymphocyte,0.057114921510219574,0.8831954970955849,0.05968958139419556,True,,1.0,False,-2.2663612365722656,-4.32056188583374,1.0269190073013306,-4.721956253051758,3.828063726425171
0039bbcb73fffeacf7d9,unknown_test,unknown,lymphocyte_large_granular,-1,lymphocyte,0.9999997615814209,basophil,2.505364307126001e-07,0.9999995110449902,2.384185791015625e-07,True,,1.0,False,-3.353463649749756,-6.744513988494873,11.846198081970215,-4.832595348358154,-7.2522053718566895
003a93bc3eb845325684,unknown_test,unknown,myeloblast,-1,lymphocyte,0.8576551079750061,eosinophil,0.07337339967489243,0.7842817083001137,0.1423448920249939,True,,1.0,False,-2.0273702144622803,-0.9754553437232971,1.4831851720809937,-1.606844186782837,-3.8076257705688477
003b4a0eef8ec1455ecf,known_validation,known,monocyte,3,monocyte,0.9971053004264832,neutrophil_segmented,0.002570083597674966,0.9945352168288082,0.0028946995735168457,True,,1.0,True,-5.992064476013184,-6.537581443786621,-2.355212926864624,5.715630531311035,-0.2452874779701233
0041ae77add1198917ec,unknown_test,unknown,neutrophil_band,-1,neutrophil_segmented,0.9757735133171082,eosinophil,0.01952976919710636,0.9562437441200018,0.024226486682891846,True,,1.0,False,-3.503448486328125,-0.04155466705560684,-1.6948869228363037,-4.075150489807129,3.8697359561920166
0045fcc929a6ba69c7bb,unknown_test,unknown,normoblast,-1,basophil,0.6927303671836853,lymphocyte,0.24670138955116272,0.4460289776325226,0.3072696328163147,False,OVEREXPOSED,0.7,False,1.7951946258544922,-3.298449754714966,0.7627325654029846,-6.025668144226074,-0.7193812131881714
0047d5bef44c79d1bbb2,unknown_test,unknown,normoblast,-1,lymphocyte,0.7415998578071594,basophil,0.1520354002714157,0.5895644575357437,0.2584001421928406,False,OVEREXPOSED,0.7,False,0.010498009622097015,-3.5480053424835205,1.5951944589614868,-4.56980037689209,-0.4036980867385864
0048406ab3f7add471a8,unknown_test,unknown,normoblast,-1,lymphocyte,0.594735860824585,neutrophil_segmented,0.34852248430252075,0.2462133765220642,0.40526413917541504,False,OVEREXPOSED,0.7,False,-2.904247760772705,-1.786766529083252,1.0154980421066284,-3.19171142578125,0.48108333349227905
004abb76bded1a8e381a,unknown_test,unknown,myeloblast,-1,lymphocyte,0.9999231100082397,neutrophil_segmented,3.905904304701835e-05,0.9998840509651927,7.68899917602539e-05,True,,1.0,False,-4.597838878631592,-4.48053503036499,7.537059307098389,-3.006591796875,-2.613300085067749
004c845ebbd92e7b9360,known_validation,known,neutrophil_segmented,4,neutrophil_segmented,0.9997705817222595,lymphocyte,0.00016937327745836228,0.9996012084448012,0.00022941827774047852,True,,1.0,True,-3.7533247470855713,-4.436315536499023,-1.699882984161377,-3.522416591644287,6.983293056488037
004e780ff53151a15116,unknown_test,unknown,normoblast,-1,neutrophil_segmented,0.5677366256713867,lymphocyte,0.4031166732311249,0.16461995244026184,0.4322633743286133,False,OVEREXPOSED,0.7,False,-2.736982822418213,-1.4482731819152832,1.4299349784851074,-6.04350471496582,1.7723665237426758
0050efe374cd07a6aaaa,unknown_test,unknown,smudge_cell,-1,eosinophil,0.7975339293479919,neutrophil_segmented,0.19727472960948944,0.6002591997385025,0.20246607065200806,True,,1.0,False,-4.922653675079346,3.2431302070617676,-2.4105234146118164,-2.663865089416504,1.846203088760376
00512684f86416bfaf10,unknown_test,unknown,myeloblast,-1,lymphocyte,0.9958369731903076,monocyte,0.0022823363542556763,0.9935546368360519,0.004163026809692383,True,,1.0,False,-4.621204853057861,-3.2569751739501953,4.858972549438477,-1.2194113731384277,-1.6344051361083984
005323b295331990f7ba,known_test,known,neutrophil_segmented,4,basophil,0.5253565907478333,neutrophil_segmented,0.4585081934928894,0.06684839725494385,0.47464340925216675,True,,1.0,False,3.2203712463378906,-0.2638184130191803,-7.786287307739258,-7.723250389099121,3.0842721462249756
005336d6507e50f428c0,unknown_test,unknown,hairy_cell,-1,monocyte,0.9999001026153564,lymphocyte,9.033541573444381e-05,0.999809767199622,9.989738464355469e-05,True,,1.0,False,-6.240531921386719,-5.0021185874938965,-1.3575973510742188,7.954283714294434,-3.976684331893921
0053d764d1cc52b7bc3c,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.9999328851699829,lymphocyte,6.234070315258577e-05,0.9998705444668303,6.711483001708984e-05,True,,1.0,False,-4.858513355255127,-5.762979984283447,-1.5823642015457153,8.100464820861816,-5.349087715148926
005469768c8d5e5a42d1,unknown_test,unknown,myeloblast,-1,lymphocyte,0.9922617673873901,monocyte,0.007662183605134487,0.9845995837822556,0.007738232612609863,True,,1.0,False,-4.738492012023926,-4.004571914672852,5.965972423553467,1.1022826433181763,-5.849970817565918
0056a2fa57cf5bdc99b9,unknown_test,unknown,promyelocyte,-1,monocyte,0.9996539354324341,neutrophil_segmented,0.0002552722580730915,0.999398663174361,0.00034606456756591797,True,,1.0,False,-3.0960044860839844,-4.899003505706787,-5.700677871704102,6.424650192260742,-1.848183512687683
0057da5509edcb1b76ec,unknown_test,unknown,myeloblast,-1,monocyte,0.8796787858009338,lymphocyte,0.11993992328643799,0.7597388625144958,0.12032121419906616,True,,1.0,False,-4.115619659423828,-7.46882438659668,2.290177583694458,4.282743453979492,-4.232388496398926
0059984f872ce0669175,unknown_test,unknown,normoblast,-1,lymphocyte,0.9364885091781616,basophil,0.05463559553027153,0.8818529136478901,0.06351149082183838,True,,1.0,False,0.3968186676502228,-3.462742567062378,3.2382702827453613,-4.791900634765625,-1.5997461080551147
005b92de5ae139c4ed21,unknown_test,unknown,normoblast,-1,lymphocyte,0.9975307583808899,neutrophil_segmented,0.0014926174189895391,0.9960381409619004,0.0024692416191101074,False,OVEREXPOSED,0.7,False,-3.0956597328186035,-2.53674054145813,4.932215690612793,-4.473911285400391,-1.5725358724594116
005ba3def0efaa20ba0b,unknown_test,unknown,hairy_cell,-1,lymphocyte,0.9963808655738831,monocyte,0.0031099552288651466,0.9932709103450179,0.0036191344261169434,False,OVEREXPOSED,0.7,False,-5.21329927444458,-2.1883039474487305,5.582919120788574,-0.18660198152065277,-3.999376058578491
005c7680e68891c2aa04,unknown_test,unknown,hairy_cell,-1,lymphocyte,0.7761440277099609,monocyte,0.22319531440734863,0.5529487133026123,0.22385597229003906,True,,1.0,False,-5.198634624481201,-4.196446895599365,3.8088791370391846,2.5625882148742676,-4.027735710144043
005d2f9830508a87c424,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.8988568186759949,eosinophil,0.07893101871013641,0.8199257999658585,0.10114318132400513,False,OVEREXPOSED,0.7,False,-4.829833984375,0.6883482336997986,-0.603158175945282,3.1208977699279785,-5.286376953125
005fcf4c0dd491796a85,unknown_test,unknown,plasma_cell,-1,monocyte,0.9996961355209351,lymphocyte,0.00029568845639005303,0.999400447064545,0.0003038644790649414,False,OVEREXPOSED,0.7,False,-5.4708685874938965,-5.977947235107422,-0.5627778768539429,7.563122749328613,-4.72615909576416
0069df595b81e9442d38,unknown_test,unknown,normoblast,-1,lymphocyte,0.8620398640632629,basophil,0.09789468348026276,0.7641451805830002,0.13796013593673706,False,OVEREXPOSED,0.7,False,-0.13441163301467896,-2.1669442653656006,2.0409977436065674,-4.441495418548584,-1.46320641040802
006b22d838cb58fa84f0,unknown_test,unknown,myeloblast,-1,monocyte,0.9440992474555969,lymphocyte,0.05583668127655983,0.8882625661790371,0.055900752544403076,True,,1.0,False,-5.193376064300537,-4.683428764343262,2.6728172302246094,5.500617504119873,-6.309410095214844
006fae0bc5bb7b51c9b5,unknown_test,unknown,neutrophil_band,-1,neutrophil_segmented,0.9819499850273132,eosinophil,0.012847967445850372,0.9691020175814629,0.018050014972686768,True,,1.0,False,-3.5671873092651367,-0.7326376438140869,-2.9295222759246826,-2.180802822113037,3.603717088699341
007017e4d945abbbc30f,unknown_test,unknown,metamyelocyte,-1,eosinophil,0.9968217611312866,basophil,0.0018225896637886763,0.994999171467498,0.003178238868713379,False,OVEREXPOSED,0.7,False,-1.7299418449401855,4.574371814727783,-2.2625789642333984,-3.977595090866089,-4.703856468200684
00725bac695a4f610c40,unknown_test,unknown,myeloblast,-1,lymphocyte,0.6291680932044983,monocyte,0.3689509332180023,0.26021715998649597,0.3708319067955017,True,,1.0,False,-4.1356706619262695,-3.073167562484741,3.1008198261260986,2.567085027694702,-5.484008312225342
007703fd7bdd2428f67f,unknown_test,unknown,hairy_cell,-1,lymphocyte,0.9991267323493958,monocyte,0.0006705027772113681,0.9984562295721844,0.000873267650604248,True,,1.0,False,-5.138462543487549,-2.72387957572937,6.1960039138793945,-1.110605001449585,-3.571795701980591
007b71dbe2448e6f3944,unknown_test,unknown,myeloblast,-1,eosinophil,0.737975001335144,monocyte,0.1210750937461853,0.6168999075889587,0.26202499866485596,True,,1.0,False,-2.578791379928589,0.394978791475296,-2.3347866535186768,-1.412520170211792,-2.1999552249908447
007bca577cbe82e4ceb3,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.9310581684112549,lymphocyte,0.06855806708335876,0.8625001013278961,0.06894183158874512,True,,1.0,False,-5.024543285369873,-3.962351083755493,1.9001474380493164,4.508788108825684,-4.43665075302124
007c3d6043da1f06752c,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.9999986886978149,neutrophil_segmented,6.07000174568384e-07,0.9999980816976404,1.3113021850585938e-06,True,,1.0,False,-5.7504987716674805,-5.910667896270752,-4.288975715637207,10.184264183044434,-4.130471229553223
008145c8eb027039fd0a,unknown_test,unknown,hairy_cell,-1,monocyte,0.8086011409759521,lymphocyte,0.18950451910495758,0.6190966218709946,0.19139885902404785,True,,1.0,False,-4.694713592529297,-2.829832077026367,2.13356351852417,3.584456443786621,-4.119748115539551
00816f48ad3795a011fa,unknown_test,unknown,lymphocyte_large_granular,-1,lymphocyte,0.995392918586731,monocyte,0.004183915443718433,0.9912090031430125,0.004607081413269043,True,,1.0,False,-4.546787261962891,-4.478816509246826,5.389830112457275,-0.08205987513065338,-2.64212703704834
0082b514699367d505ce,unknown_test,unknown,hairy_cell,-1,monocyte,0.9911784529685974,lymphocyte,0.008792998269200325,0.9823854546993971,0.008821547031402588,True,,1.0,False,-6.035266399383545,-5.850895881652832,1.7696986198425293,6.494637489318848,-4.285761833190918
0087dce221dacd1fc8d3,unknown_test,unknown,neutrophil_band,-1,monocyte,0.5442447066307068,neutrophil_segmented,0.4490591585636139,0.0951855480670929,0.4557552933692932,True,,1.0,False,-6.208751201629639,-6.727395057678223,-1.7682452201843262,2.64825439453125,2.456010103225708
008d7fa83a2cf82e8acf,unknown_test,unknown,smudge_cell,-1,eosinophil,0.9988994598388672,lymphocyte,0.0010393415577709675,0.9978601182810962,0.0011005401611328125,True,,1.0,False,-4.7395806312561035,6.0540385246276855,-0.8140282034873962,-4.537310600280762,-5.010546684265137
008f007d5f5c9673d7e6,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.9775082468986511,lymphocyte,0.022377410903573036,0.9551308359950781,0.022491753101348877,True,,1.0,False,-4.878546237945557,-4.018501281738281,1.699233889579773,5.476188659667969,-6.0461578369140625
0094defba8e241d88404,unknown_test,unknown,normoblast,-1,monocyte,0.8255640268325806,lymphocyte,0.1705188751220703,0.6550451517105103,0.17443597316741943,True,,1.0,False,-4.653794765472412,-5.734797954559326,1.8977466821670532,3.4749674797058105,-1.9626435041427612
0096a2d13a2121830aa1,known_validation,known,neutrophil_segmented,4,neutrophil_segmented,0.9998437166213989,monocyte,7.009992259554565e-05,0.9997736166988034,0.00015628337860107422,True,,1.0,True,-2.86024808883667,-3.190434694290161,-5.165581226348877,-2.468944549560547,7.096487998962402
0098f3d7495c294e14b0,unknown_test,unknown,normoblast,-1,lymphocyte,0.8598923087120056,neutrophil_segmented,0.07051024585962296,0.7893820628523827,0.14010769128799438,False,OVEREXPOSED,0.7,False,-0.5057299137115479,-3.295872449874878,2.0835728645324707,-4.597305774688721,-0.4174760580062866
009910ebee0a0a9e34d3,unknown_test,unknown,myeloblast,-1,monocyte,0.9965343475341797,lymphocyte,0.00294488575309515,0.9935894617810845,0.0034656524658203125,True,,1.0,False,-3.824328899383545,-5.412772178649902,-0.5158743262290955,5.3083391189575195,-2.5346992015838623
009b3537581bfdea3d75,unknown_test,unknown,plasma_cell,-1,lymphocyte,0.9949175119400024,eosinophil,0.004545454401522875,0.9903720575384796,0.005082488059997559,False,OVEREXPOSED,0.7,False,-4.149897575378418,-0.6017239689826965,4.786808013916016,-3.4146029949188232,-4.131198883056641
009bce6a77810a80a5c0,known_test,known,neutrophil_segmented,4,neutrophil_segmented,0.9999686479568481,eosinophil,1.5572717529721558e-05,0.9999530752393184,3.135204315185547e-05,True,,1.0,True,-3.1495614051818848,-2.8494713306427,-5.468757152557373,-4.476034164428711,8.220487594604492
00a37b2f7e02a9449f01,unknown_test,unknown,myeloblast,-1,monocyte,0.9996623992919922,lymphocyte,0.00016631041944492608,0.9994960888725473,0.0003376007080078125,True,,1.0,False,-5.498225688934326,-2.6270840167999268,-2.3154091835021973,6.3859076499938965,-3.6752400398254395
00a43bb9d3d98114f18a,unknown_test,unknown,hairy_cell,-1,lymphocyte,0.9999402761459351,monocyte,4.744646867038682e-05,0.9998928296772647,5.9723854064941406e-05,True,,1.0,False,-5.184484481811523,-5.236870765686035,8.058716773986816,-1.897132158279419,-3.5740106105804443
00aed98072054c864f3d,unknown_test,unknown,normoblast,-1,basophil,0.6951267123222351,lymphocyte,0.22211511433124542,0.4730115979909897,0.3048732876777649,True,,1.0,False,1.3411180973052979,-2.0971336364746094,0.20021973550319672,-3.8442842960357666,-1.1680458784103394
00b0d86ed084e79fbb4c,unknown_test,unknown,plasma_cell,-1,monocyte,0.9992287158966064,lymphocyte,0.0007505977409891784,0.9984781181556173,0.0007712841033935547,True,,1.0,False,-5.518714904785156,-5.108658313751221,-0.23585914075374603,6.958010196685791,-4.455707550048828
00b258bdd484f46d9090,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.9970038533210754,lymphocyte,0.002693649847060442,0.994310203474015,0.0029961466789245605,True,,1.0,False,-4.140289306640625,-3.7133326530456543,-0.48501554131507874,5.428842067718506,-3.5467097759246826
00b4d0867ebc2c1e163c,unknown_test,unknown,myeloblast,-1,monocyte,0.9474936723709106,lymphocyte,0.05168866366147995,0.8958050087094307,0.052506327629089355,True,,1.0,False,-5.317252159118652,-2.5070464611053467,1.7319453954696655,4.640527248382568,-5.811011791229248
00b52ff5cc118d1ce56d,unknown_test,unknown,plasma_cell,-1,lymphocyte,0.9994106292724609,monocyte,0.00042644765926524997,0.9989841816131957,0.0005893707275390625,False,OVEREXPOSED,0.7,False,-5.5488739013671875,-4.415218830108643,6.245309352874756,-1.5141221284866333,-2.686702251434326
00b5f0d24b14724a34f1,unknown_test,unknown,neutrophil_band,-1,neutrophil_segmented,0.5169647932052612,monocyte,0.475117027759552,0.04184776544570923,0.48303520679473877,True,,1.0,False,-3.6623964309692383,-4.6716132164001465,-2.0689921379089355,2.2701709270477295,2.3545846939086914
00b60b11e17dc09dbb0e,unknown_test,unknown,myeloblast,-1,monocyte,0.9972796440124512,lymphocyte,0.002635934390127659,0.9946437096223235,0.002720355987548828,True,,1.0,False,-4.131224155426025,-5.338631629943848,0.009245585650205612,5.945038795471191,-4.4712629318237305
00b772c9d2898e55bac9,known_validation,known,neutrophil_segmented,4,neutrophil_segmented,0.9999996423721313,monocyte,1.270912974860039e-07,0.9999995152808339,3.5762786865234375e-07,True,,1.0,True,-4.2389817237854,-4.525155544281006,-8.325486183166504,-4.143106460571289,11.73525333404541
00b9ceb054117b4b6e29,known_validation,known,monocyte,3,lymphocyte,0.9916438460350037,monocyte,0.008342421613633633,0.98330142442137,0.008356153964996338,True,,1.0,False,-5.168976306915283,-5.760042190551758,6.751802921295166,1.973792314529419,-5.816704750061035
00bd8e55f34276cc68e3,unknown_test,unknown,plasma_cell,-1,lymphocyte,0.7505693435668945,monocyte,0.24782316386699677,0.5027461796998978,0.24943065643310547,True,,1.0,False,-4.077746391296387,-3.6670572757720947,3.2781145572662354,2.1699979305267334,-4.246580123901367
00bf3e24940da103f5d6,unknown_test,unknown,myeloblast,-1,lymphocyte,0.6776981949806213,monocyte,0.32190218567848206,0.3557960093021393,0.32230180501937866,True,,1.0,False,-4.494234561920166,-3.773559808731079,4.103460311889648,3.359005928039551,-6.463414192199707
00c1c0ded6728ea34725,unknown_test,unknown,hairy_cell,-1,lymphocyte,0.9847698211669922,monocyte,0.014927676878869534,0.9698421442881227,0.015230178833007812,True,,1.0,False,-5.347143173217773,-4.842914581298828,5.169567108154297,0.9803760647773743,-3.184903860092163
00c49e8a1b0f3f89da89,unknown_test,unknown,normoblast,-1,lymphocyte,0.7353841662406921,monocyte,0.2641538679599762,0.47123029828071594,0.26461583375930786,True,,1.0,False,-4.500483989715576,-4.370981216430664,4.066975116729736,3.043113946914673,-4.347976207733154
00c51ccc3fd0b55103f4,unknown_test,unknown,plasma_cell,-1,lymphocyte,0.7082483172416687,monocyte,0.28379160165786743,0.42445671558380127,0.2917516827583313,True,,1.0,False,-4.005642414093018,-4.60103178024292,2.529634952545166,1.6150803565979004,-2.182281494140625
00c9550138b4e1ec580a,unknown_test,unknown,myeloblast,-1,monocyte,0.6917626857757568,lymphocyte,0.3066183626651764,0.38514432311058044,0.30823731422424316,True,,1.0,False,-4.978550910949707,-2.7349536418914795,2.634763240814209,3.4484024047851562,-6.306672096252441
00c9f9e73daae7d0e83b,unknown_test,unknown,normoblast,-1,lymphocyte,0.9295953512191772,neutrophil_segmented,0.059732332825660706,0.8698630183935165,0.07040464878082275,False,OVEREXPOSED,0.7,False,-2.3019838333129883,-2.5796825885772705,2.7630057334899902,-5.102824687957764,0.018129924312233925
00ce3f57fd0dd47ca06d,unknown_test,unknown,hairy_cell,-1,lymphocyte,0.9998794794082642,monocyte,8.772026922088116e-05,0.9997917591390433,0.00012052059173583984,True,,1.0,False,-4.597810745239258,-3.0177764892578125,7.557308197021484,-1.783928632736206,-5.563146591186523
00d05a1ae0aa564dc4d8,unknown_test,unknown,myeloblast,-1,monocyte,0.9677494168281555,lymphocyte,0.03221156448125839,0.9355378523468971,0.03225058317184448,True,,1.0,False,-5.5848069190979,-4.651026248931885,2.513140916824341,5.915788650512695,-6.42560338973999
00d1b5fbdd0873352bd5,unknown_test,unknown,hairy_cell,-1,monocyte,0.5279755592346191,lymphocyte,0.47063735127449036,0.057338207960128784,0.47202444076538086,True,,1.0,False,-4.631888389587402,-4.262051105499268,3.064852714538574,3.1798148155212402,-3.2356717586517334
00d4b946dcbd8d3f80a0,known_test,known,lymphocyte,2,lymphocyte,0.9999778270721436,monocyte,2.0857021809206344e-05,0.9999569700503343,2.2172927856445312e-05,True,,1.0,True,-4.887035846710205,-5.042473316192627,9.339795112609863,-1.4380028247833252,-6.6504387855529785
00d7f7fdd173230317c0,unknown_test,unknown,myeloblast,-1,lymphocyte,0.999672532081604,monocyte,0.00020516110816970468,0.9994673709734343,0.0003274679183959961,True,,1.0,False,-5.244288444519043,-2.1746976375579834,6.916426658630371,-1.5749609470367432,-5.417243003845215
00d95463ed457f38e583,unknown_test,unknown,promyelocyte_atypical,-1,monocyte,0.9976664781570435,lymphocyte,0.001079485286027193,0.9965869928710163,0.002333521842956543,True,,1.0,False,-4.173130512237549,-1.8151228427886963,-1.7810451984405518,5.047889709472656,-4.045961380004883
00d97a8d3a25ae356e32,unknown_test,unknown,smudge_cell,-1,lymphocyte,0.9965227842330933,monocyte,0.0022389411460608244,0.9942838430870324,0.0034772157669067383,True,,1.0,False,-3.98172926902771,-2.4849326610565186,4.544384479522705,-1.5538843870162964,-4.202699661254883
00db5a9c5b876ee1d5de,known_validation,known,neutrophil_segmented,4,neutrophil_segmented,0.999946117401123,lymphocyte,2.1975032723275945e-05,0.9999241423683998,5.3882598876953125e-05,True,,1.0,True,-3.9501962661743164,-4.488578796386719,-2.8761258125305176,-2.9706058502197266,7.849423408508301
00dc8d5c3294649a4988,known_test,known,neutrophil_segmented,4,neutrophil_segmented,0.9999253749847412,monocyte,4.2396390199428424e-05,0.9998829785945418,7.462501525878906e-05,True,,1.0,True,-2.7120373249053955,-3.9082584381103516,-6.669688701629639,-2.15739107131958,7.910982131958008
00e0addf322b90f323b3,unknown_test,unknown,myeloblast,-1,monocyte,0.723455011844635,lymphocyte,0.2754291892051697,0.44802582263946533,0.276544988155365,True,,1.0,False,-4.8937153816223145,-2.830165386199951,2.808157444000244,3.773865222930908,-7.319822788238525
00e1937d0f3e5a8c4aa6,unknown_test,unknown,lymphocyte_large_granular,-1,lymphocyte,0.9909584522247314,neutrophil_segmented,0.007244825828820467,0.983713626395911,0.009041547775268555,True,,1.0,False,-5.2150678634643555,-5.266777515411377,4.763157367706299,-1.6007674932479858,-0.15522775053977966
00e3ca248a1ef0e95060,unknown_test,unknown,normoblast,-1,lymphocyte,0.9985122084617615,basophil,0.0012437242548912764,0.9972684842068702,0.0014877915382385254,False,OVEREXPOSED,0.7,False,-0.6409668326377869,-5.929772853851318,6.047189235687256,-6.639259338378906,-2.308181047439575
