image_id,image_path,split,sha256,average_hash
first_microscope/95-5-10-1/20160731_122649,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122649.jpg,train,d280f20c113beac812bbe1cc2e8c551f73bade616f079d0b85e33a1005843c05,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_122657,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122657.jpg,train,a2119e5a6347876c119dea327153f73e1a461ceee22dbee8bc110ab035f0f1a3,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_122711,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122711.jpg,train,03f8a8f041bf9f075d1fcd691e8ba7e7513c619fc169b27330ac9c03cffaea1e,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_122721,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122721.jpg,train,e54ef12c3d8b307dd09a1df5099031dc8a2cd19526f9ca554060a70cb14dc7b3,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_122733,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122733.jpg,train,4e42d7b8db6ebb8f1ffb70413f4f0d232fb5862b4bf4ded037e84671a83aeac2,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_122739,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122739.jpg,train,f515947a003a4030b36ddffbc70d7cf89ca6b8601499baa1faf6b86561953014,3c7c7c7c7c7c7c3c
first_microscope/95-5-10-1/20160731_122757,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122757.jpg,train,2272f23d95254a856db13c6500f9c3ba0310d9f9ebba1b799c80253ee23f5ca1,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_122809,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122809.jpg,train,c29854ed4bd2db8ef0968d4b08f515d8d130e69b3d7dbde9471fa9cfb3024e39,3c7c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_122831,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122831.jpg,train,93affde1c5ccbc66c56ea6eb7a76e028be4e66ee82d9dca174abfae30cd68551,3c7c7c7c7c7c7c38
first_microscope/95-5-10-1/20160731_122840,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122840.jpg,train,d69af2b56cc92d8d1b11b98f688f04687e9bfae1bf5a9a24f38853e39741dfef,3c7c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_122925,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122925.jpg,train,f58e70562c172c705f779d0f169c48e53e81abdcd92e70331b42ed13b9d21efe,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_122937,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122937.jpg,train,02fc96c94e7078119a817120612b1d1f44d62335356891f6141ac625e22317ea,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_122948,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_122948.jpg,train,e940c650257a3999154606046b18a6538c10ecdbd30c234f86c57e7408d7766d,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123016,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123016.jpg,train,38ef795dfbe18254f872a3fe485d5282dc4eb82233c03f4e3b3c4fe4cd5b18e8,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123025,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123025.jpg,train,6a368255adf2d4b46242457c93d65bc4067af6bed7b82ec658be413618f4a7ed,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123034,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123034.jpg,train,9f6b8ab29a03b4302c5668ba18faa534f07c5b2d8ab9bb3cacccbebb95d6fc1c,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123127,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123127.jpg,train,31f37e934220063eafbef35d1da3e51e10eb79342d22ba7268b2e6b42eb0ef31,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123159,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123159.jpg,train,c8ef9c5ad035e2a37cbca54e210467cc78d4dfd82545292165e11c2d60e8e03f,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123204,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123204.jpg,train,df408c3479c3ab7aa4afd132dfc3481dca5112acf099aea2971a961b53b2c987,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123215,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123215.jpg,train,7f47a32276dd8af151b7b129dcaa9ea568f198a9944513c9397d500372369c18,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123244,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123244.jpg,train,e8e6f75581ca4f4c9123e92ce2e1532cd576e7b54bc85095cfac922e01211628,3c7c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123311,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123311.jpg,train,d67e4c14e85df97fc205f6dd7cf32c3522d5ad409d0434313f4fea4ead9c4e43,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123321,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123321.jpg,train,33e9774cb1a65d8f5c67edd808f17d2edfc73818719a040afa7b8c23c0711f95,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123329,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123329.jpg,train,ff4ed2fc1c0b717047efa10c0fc466ae4907eba23adce6c13c1667abd3f9ef7f,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123339,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123339.jpg,train,2e722967c1a9f36fcf437e19620899d01b1b91a55561d63d7d4fdaa05edbfbc5,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123350,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123350.jpg,train,c6d5666c763df84cc6c141abaff817487204b1ca0f1f48873484a6b8375b5146,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123401,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123401.jpg,train,6abeaa00309485bba33c47b7335718400329faa68b5299377540ab983d651be1,3c7c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123414,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123414.jpg,train,d3319800e1267b92d340e9ab0ede4f1073a2409da3d79ba3ea5f88986d6f1e8f,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123438,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123438.jpg,train,8c34a73cdbdd27d9b6e2b806d85bd0c0b38a82f4bfe8ca67dcffe6cf6e43064a,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123513,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123513.jpg,train,59cdd45db9ad32046c3f98c1a19957de83bbd60b22d0230e5e30dc600cb7b4c9,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123521,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123521.jpg,train,d5475b633f4d5ed80bb665c0a092e67300a6cbdb1518f5f764b39d33625c0ee8,3c7c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123527,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123527.jpg,train,aa32942a173101ae1052b4c59b259838f6f7407464d73785a1b3c8a38277a3bf,3c7c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123535,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123535.jpg,train,60b50ee63e366132121c4abc1b32ed859fb4f9c6714fe10555947cd42480e59b,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123548,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123548.jpg,train,d0e4fe4064e7139631a552bfec658f7f3ed85e3d456e13b2003d814f5e1438a9,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123609,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123609.jpg,train,cb8a5e72b9f74d1289c8818566814b518fd60b2f303294148a700fb90d0ffa31,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123623,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123623.jpg,train,c6b5afc0c81f78807993bb538d66cd3f8dd1801de8391f8e2bcc6d9e26040b6e,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123635,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123635.jpg,train,ca87d31cc06063a5cf4f627f051226f654bad2a188f1e8982772b87f5cb884f3,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123701,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123701.jpg,train,78fdd34319070b6a6e0d77b99f0972ed63b2e9087b8b443f9e24c773738744c3,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123731,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123731.jpg,train,bf0ce31433b3d278b298c9b532f7159ace4a569d74eb9df372154a93afab739e,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123812,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123812.jpg,train,c210e9ece7867b1d7e9ad64f321759178d4e8ac07df65486b6369aa1aae73182,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_123914,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123914.jpg,train,860cf03419a2d4b8a73082db19a66e97a46331e03f3d3b7d9061f0c8fa196bbf,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_123954,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_123954.jpg,train,cb90185d5548dc37c921e7919d6d900a0ab1c7b2c6582d8a7916fafa1bb218f3,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124024,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124024.jpg,train,ca6fa216619a71bfe466662bcb007b49f659a8b7c52da5f6a695203e20741557,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124101,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124101.jpg,train,17fd76efd27b3aa2cd726c7335a61e45af7a5ca66df294034c202e717449d5bb,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124109,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124109.jpg,train,e66896ff4d624c572bb2c772ea3173dd6e8ddb916406b94d5617ff902c167290,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_124116,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124116.jpg,train,26cdfff10e7f01ed33902f483d5270bdded6703b96c64cbcfd1b51095d6a9b68,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124130,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124130.jpg,train,0c118f22e083452d88fd715aff00eff9a58fcb1ca3e1ed74f317aa2a576af4db,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_124149,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124149.jpg,train,2dae21fbce9eb0c88be5b33f7dbc4418ac508232390eebda81b813ab299b765d,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124206,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124206.jpg,train,7fc4aa6e6c4d3a68cfd64a0bda729131d60f0b114943e475179595fde161ad9f,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124222,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124222.jpg,train,f34670fb1a4c738a62d089f28925e8326a3d093214fb083b2e490d8cfebdd69f,3c3c7c7c7c7c3c3c
first_microscope/95-5-10-1/20160731_124231,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124231.jpg,train,d427c735b9208cbf33a24caae2cbe68119b9651688c63e9db79bdea358ec6742,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124310,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124310.jpg,train,865ec6f739636661c2b0501a1168db6ddea59273c4178ff5666ab8fdc2bb84ad,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124322,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124322.jpg,train,d771a99f871cff7672e4f8392f7a4836257b0291b297fcb551589a4ae731068c,3c3c7c7c7c7c3c38
first_microscope/95-5-10-1/20160731_124341,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-5-10-1/images/20160731_124341.jpg,train,ffbc5ff4cab8cdbaac1cb86c46cc7749c99ee8df02735fb56d0e3272495a5956,3c3c7c7c7c7c3c3c
